DATETIME,NTU,NTU_DELTA,ABS_NTU_DELTA,R/W NTU,FILT. NTU,R/W FLOW,T/W FLOW,ABS_R/W NTU_DELTA,ABS_FILT. NTU_DELTA,ABS_R/W FLOW_DELTA,ABS_T/W FLOW_DELTA,R/W PUMP DUTY COMBO,R/W PUMP DUTY SWITCH,R/W PUMP DUTY SWITCH_2H_AGO,R/W PUMP DUTY SWITCH_4H_AGO,R/W PUMP DUTY SWITCH_6H_AGO,R/W PUMP DUTY SWITCH_8H_AGO,R/W PUMP DUTY SWITCH_10H_AGO,R/W PUMP DUTY SWITCH_12H_AGO,T/W PUMP DUTY COMBO,T/W PUMP DUTY SWITCH,T/W PUMP DUTY SWITCH_2H_AGO,T/W PUMP DUTY SWITCH_4H_AGO,T/W PUMP DUTY SWITCH_6H_AGO,T/W PUMP DUTY SWITCH_8H_AGO,T/W PUMP DUTY SWITCH_10H_AGO,T/W PUMP DUTY SWITCH_12H_AGO
2025-01-30 23:00,3.07,2.4699999999999998,2.4699999999999998,22.0,0.46,46.1,42.2,1.0,0.23,0.6999999999999957,0.30000000000000426,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2025-01-31 01:00,2.17,-0.8999999999999999,0.8999999999999999,22.0,0.42,46.1,42.2,0.0,0.040000000000000036,0.0,0.0,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2025-01-31 03:00,0.56,-1.6099999999999999,1.6099999999999999,21.0,0.37,46.3,42.1,1.0,0.04999999999999999,0.19999999999999574,0.10000000000000142,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2025-02-01 17:00,1.75,1.22,1.22,14.0,0.4,46.0,42.2,1.0,0.0,0.0,0.20000000000000284,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2025-02-01 23:00,0.32,-1.39,1.39,12.0,0.07,46.2,43.8,1.0,0.030000000000000006,1.6000000000000014,1.5999999999999943,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2025-02-07 07:00,5.0,4.77,4.77,24.0,0.14,45.3,42.3,2.0,0.1,0.7000000000000028,0.9000000000000057,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-02-09 07:00,0.27,-4.73,4.73,13.0,0.05,44.8,42.2,0.0,0.009999999999999995,0.09999999999999432,0.10000000000000142,1,False,False,False,False,False,False,False,1+4,False,False,False,False,False,False,False
2025-03-21 21:00,1.89,1.5099999999999998,1.5099999999999998,63.0,0.14,46.6,44.4,4.0,1.8199999999999998,0.8999999999999986,0.0,1,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-03-21 23:00,0.98,-0.9099999999999999,0.9099999999999999,59.0,0.17,46.5,44.4,4.0,0.03,0.10000000000000142,0.0,1,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-04-07 09:00,1.3,1.11,1.11,203.0,0.37,47.9,43.9,18.0,0.08000000000000002,0.10000000000000142,0.10000000000000142,2,False,False,False,False,False,False,False,2+3,False,True,False,False,False,False,False
2025-04-21 23:00,4.82,4.53,4.53,61.0,1.2,47.5,42.1,0.0,1.0999999999999999,2.1000000000000014,0.30000000000000426,,,,,,,,,,,,,,,,
2025-04-22 01:00,2.21,-2.6100000000000003,2.6100000000000003,57.0,0.91,47.0,42.1,4.0,0.2899999999999999,0.5,0.0,,,,,,,,,,,,,,,,
2025-04-22 03:00,0.83,-1.38,1.38,53.0,0.65,47.1,42.0,4.0,0.26,0.10000000000000142,0.10000000000000142,,,,,,,,,,,,,,,,
2025-04-23 23:00,11.9,10.96,10.96,36.0,4.4,48.1,42.3,0.0,2.8000000000000003,0.10000000000000142,0.3999999999999986,,,,,,,,,,,,,,,,
2025-04-24 01:00,6.42,-5.48,5.48,34.0,5.1,47.8,42.4,2.0,0.6999999999999993,0.30000000000000426,0.10000000000000142,,,,,,,,,,,,,,,,
2025-04-24 03:00,2.8,-3.62,3.62,32.0,5.1,46.7,42.2,2.0,0.0,1.0999999999999943,0.19999999999999574,,,,,,,,,,,,,,,,
2025-04-24 07:00,1.4,-1.27,1.27,30.0,0.8,48.5,42.5,2.0,1.9000000000000001,2.200000000000003,0.20000000000000284,,,,,,,,,,,,,,,,
2025-04-24 09:00,0.28,-1.1199999999999999,1.1199999999999999,31.0,0.8,48.4,42.8,1.0,0.0,0.10000000000000142,0.29999999999999716,,,,,,,,,,,,,,,,
2025-04-24 23:00,1.5,0.91,0.91,26.0,0.39,47.4,43.3,1.0,0.010000000000000009,0.20000000000000284,0.6999999999999957,,,,,,,,,,,,,,,,
2025-08-15 17:00,1.39,0.9899999999999999,0.9899999999999999,40.0,0.86,53.6,48.9,4.0,0.6599999999999999,3.1999999999999957,0.0,,,,,,,,,,,,,,,,
2025-08-20 07:00,4.53,4.21,4.21,18.0,4.16,53.2,47.7,2.0,4.07,1.2999999999999972,0.0,,,,,,,,,,,,,,,,
2025-08-20 11:00,3.24,-1.1099999999999994,1.1099999999999994,20.0,2.41,53.4,47.6,18.0,1.63,0.10000000000000142,0.10000000000000142,,,,,,,,,,,,,,,,
2025-08-20 13:00,2.29,-0.9500000000000002,0.9500000000000002,21.0,1.52,53.2,47.6,1.0,0.8900000000000001,0.19999999999999574,0.0,,,,,,,,,,,,,,,,
2025-08-20 15:00,0.6,-1.69,1.69,12.0,0.2,38.2,34.4,9.0,1.32,15.0,13.200000000000003,,,,,,,,,,,,,,,,
2025-09-07 13:00,5.0,4.04,4.04,61.0,2.2,52.4,47.8,0.0,0.20000000000000018,0.30000000000000426,0.4000000000000057,1+2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-07 15:00,6.0,1.0,1.0,57.0,9.8,52.6,47.9,4.0,7.6000000000000005,0.20000000000000284,0.10000000000000142,1+2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-07 17:00,7.1,1.0999999999999996,1.0999999999999996,47.0,8.9,52.2,48.2,10.0,0.9000000000000004,0.3999999999999986,0.30000000000000426,1+2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-08 03:00,2.7,-3.3,3.3,35.0,3.0,53.0,48.2,4.0,3.4000000000000004,0.0,0.0,1+2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-13 07:00,1.73,1.1600000000000001,1.1600000000000001,32.0,0.73,39.0,37.0,15.0,0.55,12.299999999999997,11.399999999999999,,,False,False,False,False,False,False,2+3,False,False,False,False,False,False,False
2025-09-13 09:00,0.26,-1.47,1.47,37.0,0.22,39.1,36.9,5.0,0.51,0.10000000000000142,0.10000000000000142,,,,False,False,False,False,False,2+3,False,False,False,False,False,False,False
2025-09-15 07:00,5.46,5.2,5.2,37.0,7.34,53.5,48.6,7.0,7.14,0.7999999999999972,0.10000000000000142,2,,,,,,,,2+3,False,False,False,False,False,False,False
2025-09-15 13:00,4.2,-1.2800000000000002,1.2800000000000002,38.0,3.64,53.0,48.8,1.0,1.4499999999999997,0.5,0.09999999999999432,2,False,False,False,,,,,2+4,False,False,True,False,False,False,False
2025-09-15 15:00,3.38,-0.8200000000000003,0.8200000000000003,36.0,4.89,,48.8,2.0,1.2499999999999996,,0.0,2,False,False,False,False,,,,2+4,False,False,False,True,False,False,False
2025-09-16 03:00,4.5,1.1,1.1,35.0,5.65,53.6,48.5,2.0,0.7800000000000002,0.20000000000000284,0.10000000000000142,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-16 11:00,2.3,-1.9000000000000004,1.9000000000000004,62.0,4.55,54.1,48.1,25.0,0.3099999999999996,1.1000000000000014,0.5,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-16 17:00,5.4,2.7,2.7,49.0,7.28,54.0,48.2,10.0,2.55,0.0,0.0,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-17 05:00,9.23,3.0300000000000002,3.0300000000000002,22.0,2.87,53.0,46.8,0.0,0.9899999999999998,0.10000000000000142,1.2000000000000028,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-17 07:00,1.94,-7.290000000000001,7.290000000000001,24.0,1.86,53.5,48.6,2.0,1.01,0.5,1.8000000000000043,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-18 01:00,2.89,0.79,0.79,100.0,3.0,53.8,48.1,20.0,0.31000000000000005,0.0,0.0,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-18 17:00,2.9,-0.8000000000000003,0.8000000000000003,40.0,3.9,51.7,47.7,9.0,0.6000000000000001,0.29999999999999716,0.10000000000000142,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-18 19:00,2.0,-0.8999999999999999,0.8999999999999999,46.0,2.3,51.6,47.5,6.0,1.6,0.10000000000000142,0.20000000000000284,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-09-19 19:00,2.0,-0.7999999999999998,0.7999999999999998,30.0,0.09,53.1,47.4,1.0,1.51,0.0,0.30000000000000426,1,False,False,False,False,False,False,True,2+4,False,False,False,False,False,False,False
2025-09-19 23:00,0.46,-1.54,1.54,29.0,0.07,51.9,47.4,1.0,0.09,1.3999999999999986,0.20000000000000284,1,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-10-04 07:00,1.5,1.02,1.02,44.0,2.44,52.4,47.5,6.0,1.5099999999999998,1.1000000000000014,0.10000000000000142,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2025-11-28 21:00,0.18,-0.8600000000000001,0.8600000000000001,28.0,0.04,53.1,52.1,1.0,0.0,0.29999999999999716,0.10000000000000142,2,False,False,False,False,False,False,False,1+2+4,False,False,False,False,False,False,False
2025-12-15 11:00,1.74,0.78,0.78,310.0,0.08,48.6,45.6,4.0,0.53,0.10000000000000142,0.10000000000000142,2,False,False,False,False,False,False,False,2+4,False,True,False,False,False,False,False
2025-12-15 13:00,0.83,-0.91,0.91,283.0,0.04,48.7,45.9,27.0,0.04,0.10000000000000142,0.29999999999999716,2,False,False,False,False,False,False,False,2+4,False,False,True,False,False,False,False
2025-12-26 17:00,1.51,0.8200000000000001,0.8200000000000001,153.0,0.58,49.5,46.1,11.0,1.63,0.5,0.20000000000000284,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2026-01-10 17:00,1.28,0.96,0.96,81.0,2.78,50.6,46.6,12.0,1.9899999999999998,0.3999999999999986,0.20000000000000284,2,False,False,False,False,False,False,False,1+3,False,False,False,False,False,False,False
2026-01-15 19:00,0.61,-0.7600000000000001,0.7600000000000001,19.0,0.08,49.2,46.0,0.0,1.29,0.29999999999999716,0.0,2,False,False,False,False,False,False,False,2+4,False,False,False,False,False,False,False
2026-03-12 19:00,1.53,0.9600000000000001,0.9600000000000001,10.0,0.07,54.3,46.3,1.0,0.030000000000000006,0.19999999999999574,0.09999999999999432,1,False,False,False,False,False,False,False,1+4,False,False,False,False,False,False,False
2026-03-13 05:00,1.55,0.99,0.99,11.0,2.52,53.5,46.0,7.0,2.45,0.5,3.799999999999997,1,False,False,False,False,False,False,False,1+4,False,False,False,False,False,False,False
